id,b_D3d,b_D6d,b_D1m,b_NonD,GO
slc27a2(1of3),NonDE,NonDE,NonDE,UP,.
slc27a2(2of3),UP,UP,UP,NonDE,.
slc27a2(3of3),NonDE,NonDE,NonDE,NonDE,.
slc27a4,DN,DN,DN,NonDE,.
slc27a6,UP,UP,UP,DN,.
slc28a3,NonDE,NonDE,DN,NonDE,.
slc29a1(1of2),DN,DN,DN,NonDE,.
slc29a2(1of2),DN,NonDE,NonDE,NonDE,.
slc29a2(2of2),DN,NonDE,NonDE,NonDE,.
slc29a3,DN,NonDE,NonDE,NonDE,.
slc2a1(1of6),UP,UP,UP,NonDE,.
slc2a1(2of6),NonDE,NonDE,NonDE,NonDE,.
slc2a1(4of6),NonDE,NonDE,NonDE,NonDE,.
slc2a1(6of6),NonDE,NonDE,NonDE,NonDE,.
slc2a12,NonDE,NonDE,DN,NonDE,.
slc2a13(3of3),UP,UP,UP,NonDE,.
slc2a6,NonDE,NonDE,NonDE,NonDE,.
slc2a8,NonDE,NonDE,NonDE,NonDE,.
slc2a9(4of7),NonDE,NonDE,NonDE,NonDE,.
slc2a9(5of7),NonDE,NonDE,DN,NonDE,.
slc30a1,DN,DN,DN,NonDE,.
slc30a2(2of2),NonDE,NonDE,NonDE,NonDE,.
slc30a4,NonDE,NonDE,NonDE,NonDE,.
slc30a5,DN,DN,DN,NonDE,.
slc30a6(2of2),DN,NonDE,NonDE,NonDE,.
slc30a7,DN,DN,DN,NonDE,.
slc30a9,DN,DN,NonDE,NonDE,.
slc31a1,DN,DN,DN,NonDE,.
slc31a2,NonDE,NonDE,NonDE,NonDE,.
slc32a1(1of3),NonDE,NonDE,NonDE,NonDE,.
slc33a1,NonDE,NonDE,NonDE,NonDE,.
slc35a1,DN,DN,DN,NonDE,.
slc35a2,NonDE,NonDE,NonDE,NonDE,.
slc35a3(1of2),NonDE,DN,DN,NonDE,.
slc35a3(2of2),NonDE,NonDE,DN,NonDE,.
slc35a4,DN,DN,DN,NonDE,.
slc35a5,NonDE,NonDE,NonDE,NonDE,.
slc35b1,DN,DN,DN,NonDE,.
slc35b2,DN,NonDE,DN,NonDE,.
slc35b3,DN,NonDE,NonDE,NonDE,.
slc35b4,DN,DN,NonDE,NonDE,.
slc35c1,NonDE,NonDE,NonDE,NonDE,.
slc35c2,NonDE,NonDE,NonDE,NonDE,.
slc35d1(1of2),DN,DN,NonDE,NonDE,.
slc35d1(2of2),DN,DN,NonDE,NonDE,.
slc35d2,DN,NonDE,NonDE,NonDE,.
slc35d3(1of2),NonDE,NonDE,NonDE,UP,.
slc35e1,DN,DN,NonDE,NonDE,.
slc35e2b,NonDE,NonDE,NonDE,NonDE,.
slc35e3,DN,NonDE,NonDE,NonDE,.
slc35f2(1of2),UP,UP,UP,NonDE,.
slc35f2(2of2),NonDE,NonDE,NonDE,NonDE,.
slc35f3,UP,UP,NonDE,NonDE,.
slc35f5,UP,UP,NonDE,NonDE,.
slc35f6,NonDE,UP,UP,NonDE,.
slc35g1,NonDE,NonDE,NonDE,NonDE,.
slc36a1,DN,DN,NonDE,NonDE,.
slc37a1,NonDE,NonDE,NonDE,NonDE,.
slc37a2,DN,NonDE,NonDE,NonDE,.
slc37a3,NonDE,NonDE,NonDE,NonDE,.
slc37a4(1of2),NonDE,DN,DN,NonDE,.
slc37a4(2of2),NonDE,UP,UP,NonDE,.
slc38a10,NonDE,NonDE,NonDE,NonDE,.
slc38a2,NonDE,NonDE,DN,NonDE,.
slc38a3(1of4),UP,UP,UP,NonDE,.
slc38a3(3of4),NonDE,NonDE,NonDE,NonDE,.
slc38a3(4of4),UP,UP,UP,UP,.
slc38a4,NonDE,NonDE,DN,NonDE,.
slc38a6,NonDE,NonDE,NonDE,NonDE,.
slc38a7,NonDE,DN,NonDE,NonDE,.
slc38a8(1of2),NonDE,DN,DN,NonDE,.
slc38a8(2of2),DN,DN,DN,NonDE,.
slc38a9,NonDE,NonDE,NonDE,NonDE,.
slc39a1(1of2),NonDE,NonDE,NonDE,NonDE,.
slc39a1(2of2),UP,UP,UP,NonDE,.
slc39a10,NonDE,NonDE,NonDE,NonDE,.
slc39a11,NonDE,NonDE,DN,UP,.
slc39a13,NonDE,NonDE,NonDE,NonDE,.
slc39a14,NonDE,DN,NonDE,NonDE,.
slc39a3,NonDE,NonDE,NonDE,NonDE,.
slc39a6,NonDE,NonDE,NonDE,NonDE,.
slc39a7,NonDE,NonDE,NonDE,NonDE,.
slc39a8,NonDE,NonDE,NonDE,NonDE,.
slc39a9(1of2),NonDE,NonDE,NonDE,NonDE,.
slc39a9(2of2),UP,UP,UP,NonDE,.
slc3a1,NonDE,DN,DN,NonDE,.
slc3a2(1of2),NonDE,NonDE,NonDE,NonDE,.
slc3a2(2of2),NonDE,NonDE,NonDE,NonDE,.
slc40a1(1of2),UP,UP,NonDE,NonDE,.
slc41a1(1of2),NonDE,DN,NonDE,NonDE,.
slc41a2(1of2),NonDE,NonDE,UP,NonDE,.
slc41a2(2of2),NonDE,NonDE,NonDE,NonDE,.
slc43a1(2of2),NonDE,UP,UP,NonDE,.
slc43a2(1of2),UP,UP,UP,NonDE,.
slc43a2(2of2),UP,UP,UP,NonDE,.
slc43a3(1of2),NonDE,NonDE,DN,UP,.
slc44a1(1of2),NonDE,NonDE,NonDE,NonDE,.
slc44a1(2of2),NonDE,NonDE,DN,NonDE,.
slc44a2(1of3),NonDE,NonDE,NonDE,NonDE,.
slc44a2(2of3),NonDE,NonDE,NonDE,NonDE,.
slc44a2(3of3),NonDE,NonDE,NonDE,NonDE,.
slc44a4,UP,UP,NonDE,UP,.
slc45a2,NonDE,NonDE,NonDE,NonDE,.
slc45a3,NonDE,NonDE,NonDE,NonDE,.
slc45a4(1of2),NonDE,NonDE,NonDE,NonDE,.
slc45a4(2of2),NonDE,NonDE,NonDE,NonDE,.
slc46a1(2of2),DN,NonDE,UP,NonDE,.
slc46a3,UP,UP,UP,DN,.
slc48a1(1of2),NonDE,NonDE,NonDE,NonDE,.
slc4a10(1of3),NonDE,NonDE,NonDE,NonDE,.
slc4a1ap,NonDE,NonDE,NonDE,NonDE,.
slc4a2(1of2),NonDE,NonDE,NonDE,NonDE,.
slc4a3(1of2),DN,DN,NonDE,NonDE,.
slc4a3(2of2),NonDE,NonDE,NonDE,NonDE,.
slc4a4(1of2),UP,UP,NonDE,UP,.
slc4a4(2of2),UP,UP,UP,NonDE,.
slc50a1,NonDE,NonDE,NonDE,NonDE,.
slc51a(1of2),NonDE,NonDE,NonDE,NonDE,.
slc51a(2of2),NonDE,NonDE,NonDE,NonDE,.
slc52a2,NonDE,NonDE,NonDE,NonDE,.
slc52a3(1of3),NonDE,NonDE,NonDE,NonDE,.
slc5a3,UP,UP,UP,NonDE,.
slc5a6(1of2),DN,DN,DN,NonDE,.
slc5a6(2of2),NonDE,NonDE,NonDE,NonDE,.
slc5a7(1of3),UP,UP,UP,UP,.
slc5a8(2of3),NonDE,DN,DN,NonDE,.
slc6a13(2of6),NonDE,NonDE,NonDE,NonDE,.
slc6a13(3of6),UP,UP,UP,NonDE,.
slc6a13(4of6),DN,DN,DN,NonDE,.
slc6a13(5of6),NonDE,NonDE,DN,NonDE,.
slc6a14,NonDE,NonDE,DN,NonDE,.
slc6a15(2of3),NonDE,NonDE,NonDE,NonDE,.
slc6a15(3of3),NonDE,NonDE,NonDE,NonDE,.
slc6a17(1of2),NonDE,NonDE,NonDE,NonDE,.
slc6a2,NonDE,NonDE,DN,NonDE,.
slc6a6(1of2),DN,DN,DN,NonDE,.
slc6a6(2of2),NonDE,NonDE,NonDE,NonDE,.
slc6a7,NonDE,NonDE,NonDE,UP,.
slc6a8(1of2),NonDE,NonDE,NonDE,NonDE,.
slc6a8(2of2),NonDE,NonDE,DN,NonDE,.
slc6a9,NonDE,NonDE,NonDE,UP,.
slc7a1(2of3),NonDE,NonDE,NonDE,NonDE,.
slc7a1(3of3),UP,UP,UP,NonDE,.
slc7a10(3of3),NonDE,NonDE,NonDE,UP,.
slc7a11(1of2),NonDE,NonDE,NonDE,DN,.
slc7a14(1of2),DN,DN,DN,NonDE,.
slc7a2(2of3),UP,UP,UP,NonDE,.
slc7a3,DN,DN,DN,NonDE,.
slc7a4,NonDE,NonDE,NonDE,NonDE,.
slc7a5(1of2),UP,UP,NonDE,NonDE,.
slc7a6os,NonDE,NonDE,UP,NonDE,.
slc7a7(2of2),NonDE,NonDE,UP,NonDE,.
slc7a8,NonDE,DN,DN,NonDE,.
slc7a9,NonDE,NonDE,NonDE,NonDE,.
slc8a1(1of4),NonDE,NonDE,NonDE,NonDE,.
slc8a1(3of4),NonDE,NonDE,NonDE,NonDE,.
slc8a3(2of2),NonDE,NonDE,NonDE,NonDE,.
slc8b1,UP,UP,UP,NonDE,.
slc9a1(1of2),NonDE,NonDE,NonDE,NonDE,.
slc9a1(2of2),DN,DN,NonDE,NonDE,.
slc9a2(2of2),NonDE,NonDE,NonDE,NonDE,.
slc9a3r1(1of2),NonDE,NonDE,NonDE,NonDE,.
slc9a3r1(2of2),NonDE,NonDE,NonDE,NonDE,.
slc9a3r2(1of2),NonDE,NonDE,NonDE,NonDE,.
slc9a3r2(2of2),NonDE,NonDE,NonDE,NonDE,.
slc9a5,NonDE,NonDE,NonDE,NonDE,.
slc9a6(1of2),NonDE,NonDE,NonDE,NonDE,.
slc9a6(2of2),NonDE,NonDE,UP,NonDE,.
slc9a7,NonDE,NonDE,NonDE,NonDE,.
slc9a8,NonDE,UP,UP,NonDE,.
slc9a9(1of3),UP,UP,UP,NonDE,.
slc9b2(2of2),NonDE,DN,DN,NonDE,.
slco2a1,NonDE,NonDE,NonDE,NonDE,.
slco3a1(1of3),NonDE,NonDE,DN,NonDE,.
slco3a1(2of3),NonDE,NonDE,NonDE,NonDE,.
slco3a1(3of3),UP,NonDE,UP,NonDE,.
slco5a1(2of2),DN,DN,DN,NonDE,.
slf1,DN,DN,DN,NonDE,.
slf2,NonDE,NonDE,NonDE,NonDE,.
slirp,DN,DN,DN,NonDE,.
slit1(1of3),NonDE,NonDE,DN,NonDE,.
slit1(2of3),NonDE,NonDE,DN,NonDE,.
slit1(3of3),NonDE,NonDE,NonDE,NonDE,.
slit2(1of2),NonDE,NonDE,NonDE,NonDE,.
slit2(2of2),NonDE,NonDE,DN,NonDE,.
slit3,NonDE,NonDE,NonDE,NonDE,.
slk,NonDE,NonDE,NonDE,NonDE,.
slmap(2of2),NonDE,NonDE,NonDE,NonDE,.
sltm,NonDE,NonDE,NonDE,NonDE,.
slu7,NonDE,NonDE,UP,NonDE,.
slx1b,NonDE,NonDE,NonDE,NonDE,.
slx4,DN,DN,DN,NonDE,.
slx4ip,DN,DN,DN,NonDE,.
smad1,NonDE,NonDE,NonDE,NonDE,.
smad2(1of2),NonDE,DN,NonDE,NonDE,.
smad2(2of2),NonDE,NonDE,UP,NonDE,.
smad3(1of2),NonDE,NonDE,UP,NonDE,.
smad3(2of2),NonDE,NonDE,NonDE,NonDE,.
smad4(1of3),NonDE,NonDE,UP,NonDE,.
smad4(2of3),UP,UP,UP,NonDE,.
smad4(3of3),NonDE,NonDE,NonDE,NonDE,.
smad5,NonDE,NonDE,NonDE,NonDE,.
smad6(1of2),NonDE,NonDE,NonDE,NonDE,.
smad6(2of2),NonDE,NonDE,NonDE,NonDE,.
smad7,NonDE,NonDE,NonDE,NonDE,.
smad9,UP,UP,UP,NonDE,.
smap1,DN,DN,NonDE,NonDE,.
smap2,NonDE,NonDE,NonDE,NonDE,.
smarca2(2of2),NonDE,NonDE,NonDE,NonDE,.
smarca4(1of2),NonDE,DN,DN,NonDE,.
smarca4(2of2),DN,DN,DN,NonDE,.
smarca5,DN,DN,DN,NonDE,.
smarcad1,DN,DN,DN,NonDE,.
smarcal1,DN,NonDE,NonDE,NonDE,.
smarcb1(1of2),DN,NonDE,NonDE,NonDE,.
smarcb1(2of2),NonDE,NonDE,NonDE,NonDE,.
smarcc1(1of2),NonDE,NonDE,NonDE,NonDE,.
smarcc1(2of2),DN,DN,DN,NonDE,.
smarcc2,DN,DN,DN,NonDE,.
smarcd1,DN,DN,NonDE,NonDE,.
smarcd2,NonDE,NonDE,NonDE,NonDE,.
smarcd3,NonDE,NonDE,NonDE,NonDE,.
smarce1(1of2),DN,DN,DN,NonDE,.
smarce1(2of2),NonDE,NonDE,NonDE,NonDE,.
smc1a,NonDE,NonDE,NonDE,NonDE,.
smc1b(1of2),NonDE,NonDE,NonDE,NonDE,.
smc2,DN,DN,DN,NonDE,.
smc3,NonDE,NonDE,NonDE,NonDE,.
smc4,DN,DN,DN,NonDE,.
smc5,DN,DN,NonDE,NonDE,.
smc6(1of2),DN,DN,DN,NonDE,.
smchd1,NonDE,NonDE,NonDE,NonDE,.
smcr8(1of2),UP,UP,UP,NonDE,.
smcr8(2of2),NonDE,NonDE,NonDE,NonDE,.
smdt1(1of2),NonDE,NonDE,NonDE,NonDE,.
smdt1(2of2),UP,UP,UP,NonDE,.
smg1,DN,DN,NonDE,NonDE,.
smg5,NonDE,NonDE,NonDE,NonDE,.
smg6,UP,NonDE,NonDE,NonDE,.
smg7,UP,UP,UP,NonDE,.
smg8,NonDE,NonDE,NonDE,NonDE,.
smg9,NonDE,NonDE,NonDE,NonDE,.
smim10l2b,NonDE,NonDE,NonDE,NonDE,.
smim11,UP,UP,UP,NonDE,.
smim12,DN,NonDE,NonDE,NonDE,.
smim13,NonDE,NonDE,NonDE,NonDE,.
smim14,NonDE,UP,UP,NonDE,.
smim15,DN,DN,NonDE,NonDE,.
smim19,DN,DN,DN,NonDE,.
smim20,NonDE,UP,NonDE,NonDE,.
smim4,NonDE,UP,NonDE,NonDE,.
smim5,UP,UP,UP,NonDE,.
smim7,NonDE,NonDE,NonDE,NonDE,.
smim8,DN,DN,DN,NonDE,.
smn1(1of2),DN,DN,NonDE,NonDE,.
smn1(2of2),NonDE,NonDE,NonDE,NonDE,.
smndc1,NonDE,NonDE,NonDE,NonDE,.
smo,NonDE,NonDE,NonDE,NonDE,.
smoc1,NonDE,DN,DN,NonDE,.
smoc2,NonDE,NonDE,DN,NonDE,.
smox,NonDE,NonDE,NonDE,NonDE,.
smpd1,NonDE,NonDE,NonDE,NonDE,.
smpd2,DN,NonDE,NonDE,NonDE,.
smpd4,DN,DN,NonDE,NonDE,.
smpd5,NonDE,NonDE,NonDE,NonDE,.
smpdl3b,NonDE,NonDE,NonDE,NonDE,.
smpx,UP,UP,NonDE,NonDE,.
sms,NonDE,NonDE,NonDE,NonDE,.
smtn,NonDE,DN,DN,NonDE,.
smtnl2(1of3),UP,UP,UP,DN,.
smtnl2(2of3),UP,UP,UP,UP,.
smtnl2(3of3),NonDE,NonDE,NonDE,NonDE,.
smu1(1of2),NonDE,NonDE,UP,NonDE,.
smug1,DN,DN,DN,NonDE,.
smurf1,NonDE,NonDE,NonDE,NonDE,.
smurf2(1of2),NonDE,NonDE,UP,NonDE,.
smurf2(2of2),NonDE,NonDE,UP,NonDE,.
smyd1(1of2),UP,UP,UP,NonDE,.
smyd1(2of2),UP,UP,UP,NonDE,.
smyd2(1of2),UP,NonDE,NonDE,NonDE,.
smyd2(2of2),DN,DN,NonDE,NonDE,.
smyd3,UP,UP,UP,NonDE,.
smyd4,NonDE,NonDE,NonDE,NonDE,.
smyd5,DN,DN,NonDE,NonDE,.
snai2(1of3),NonDE,NonDE,DN,DN,.
snai2(2of3),NonDE,NonDE,NonDE,NonDE,.
snai2(3of3),NonDE,NonDE,NonDE,NonDE,.
snap23,UP,UP,NonDE,NonDE,.
snap25(2of3),NonDE,NonDE,NonDE,NonDE,.
snap25(3of3),UP,UP,UP,UP,.
snap29,NonDE,UP,UP,NonDE,.
snap47,NonDE,NonDE,UP,NonDE,.
snapc1(2of2),DN,NonDE,NonDE,NonDE,.
snapc2,UP,UP,NonDE,DN,.
snapc3,DN,DN,DN,NonDE,.
snapc4,NonDE,DN,NonDE,NonDE,.
snapin,NonDE,NonDE,NonDE,NonDE,.
snca(1of3),NonDE,NonDE,NonDE,NonDE,.
snca(2of3),UP,UP,DN,UP,.
sncaip,DN,DN,DN,NonDE,.
sncb,UP,NonDE,NonDE,UP,.
snd1,NonDE,NonDE,NonDE,NonDE,.
snf8,NonDE,DN,DN,NonDE,.
snip1,NonDE,NonDE,NonDE,NonDE,.
snrk(1of3),UP,NonDE,NonDE,NonDE,.
snrk(2of3),UP,UP,UP,NonDE,.
snrk(3of3),NonDE,NonDE,NonDE,NonDE,.
snrnp200,NonDE,NonDE,NonDE,NonDE,.
snrnp25,NonDE,NonDE,NonDE,NonDE,.
snrnp27,DN,DN,DN,NonDE,.
snrnp35,NonDE,NonDE,NonDE,NonDE,.
snrnp40,NonDE,NonDE,NonDE,NonDE,.
snrnp48,NonDE,NonDE,NonDE,NonDE,.
snrnp70,DN,DN,DN,NonDE,.
snrpa,DN,DN,DN,NonDE,.
snrpa1,DN,NonDE,NonDE,NonDE,.
snrpb2,DN,DN,DN,NonDE,.
snrpc,DN,DN,DN,NonDE,.
snrpd1,NonDE,NonDE,NonDE,NonDE,.
snrpd2,DN,DN,DN,NonDE,.
snrpd3,DN,DN,DN,NonDE,.
snrpe,DN,DN,DN,NonDE,.
snrpf,DN,DN,DN,NonDE,.
snrpg,DN,DN,DN,NonDE,.
snrpn,DN,DN,DN,NonDE,.
snta1,NonDE,NonDE,NonDE,NonDE,.
sntb1,NonDE,NonDE,NonDE,NonDE,.
sntb2,NonDE,NonDE,NonDE,NonDE,.
sntg2,UP,NonDE,UP,NonDE,.
snu13,NonDE,NonDE,NonDE,NonDE,.
snupn,NonDE,DN,NonDE,NonDE,.
snw1,NonDE,NonDE,NonDE,NonDE,.
snx1(1of2),DN,DN,DN,NonDE,.
snx1(2of2),NonDE,NonDE,NonDE,NonDE,.
snx10(1of2),NonDE,NonDE,NonDE,NonDE,.
snx11,NonDE,NonDE,NonDE,NonDE,.
snx12,NonDE,NonDE,UP,NonDE,.
snx13,NonDE,NonDE,NonDE,NonDE,.
snx14(1of2),NonDE,NonDE,NonDE,NonDE,.
snx14(2of2),UP,UP,UP,NonDE,.
snx15,NonDE,NonDE,NonDE,NonDE,.
snx16,NonDE,NonDE,NonDE,NonDE,.
snx17,NonDE,UP,NonDE,NonDE,.
snx18(1of2),NonDE,NonDE,NonDE,NonDE,.
snx18(2of2),UP,UP,UP,NonDE,.
snx19(1of2),UP,UP,UP,NonDE,.
snx2,NonDE,NonDE,NonDE,NonDE,.
snx21,DN,DN,NonDE,NonDE,.
snx22,UP,UP,UP,NonDE,.
snx24,NonDE,NonDE,DN,NonDE,.
snx25(1of2),NonDE,NonDE,NonDE,NonDE,.
snx25(2of2),NonDE,NonDE,NonDE,NonDE,.
snx27(1of2),NonDE,NonDE,NonDE,NonDE,.
snx27(2of2),DN,DN,DN,NonDE,.
snx29,NonDE,NonDE,NonDE,NonDE,.
snx3,NonDE,NonDE,NonDE,NonDE,.
snx30,NonDE,NonDE,NonDE,NonDE,.
snx33,NonDE,NonDE,NonDE,NonDE,.
snx4(1of2),NonDE,NonDE,NonDE,NonDE,.
snx4(2of2),NonDE,NonDE,NonDE,NonDE,.
snx5(1of2),NonDE,NonDE,NonDE,NonDE,.
snx5(2of2),NonDE,NonDE,NonDE,NonDE,.
snx6,NonDE,UP,UP,NonDE,.
snx7,NonDE,NonDE,NonDE,NonDE,.
snx8,UP,NonDE,NonDE,NonDE,.
snx9(1of2),UP,UP,UP,NonDE,.
snx9(2of2),NonDE,NonDE,NonDE,NonDE,.
soat1,DN,DN,NonDE,NonDE,.
sobp(1of2),NonDE,NonDE,UP,NonDE,.
socs1(1of2),NonDE,NonDE,NonDE,NonDE,.
socs1(2of2),NonDE,NonDE,DN,NonDE,.
socs2,DN,NonDE,NonDE,NonDE,.
socs3,UP,UP,UP,NonDE,.
socs4,NonDE,NonDE,NonDE,NonDE,.
socs5(1of2),NonDE,NonDE,NonDE,NonDE,.
socs5(2of2),DN,NonDE,NonDE,NonDE,.
socs6,NonDE,NonDE,NonDE,NonDE,.
socs7(1of2),NonDE,NonDE,NonDE,NonDE,.
socs7(2of2),NonDE,UP,UP,NonDE,.
sod1(1of2),DN,DN,DN,DN,.
sod1(2of2),NonDE,NonDE,NonDE,NonDE,.
sod2,NonDE,NonDE,NonDE,NonDE,.
sod3,NonDE,NonDE,NonDE,NonDE,.
soga1(1of2),NonDE,DN,DN,NonDE,.
soga1(2of2),NonDE,NonDE,NonDE,NonDE,.
soga3,UP,NonDE,NonDE,NonDE,.
son(1of2),DN,DN,NonDE,NonDE,.
son(2of2),DN,DN,NonDE,NonDE,.
sorbs1,UP,UP,UP,NonDE,.
sorbs2,NonDE,NonDE,NonDE,NonDE,.
sorbs3,NonDE,NonDE,NonDE,NonDE,.
sorcs2,NonDE,NonDE,NonDE,NonDE,.
sord,UP,UP,UP,NonDE,.
sorl1(1of4),NonDE,NonDE,NonDE,NonDE,.
sorl1(3of4),NonDE,NonDE,NonDE,NonDE,.
sorl1(4of4),NonDE,NonDE,NonDE,NonDE,.
sort1(1of3),NonDE,NonDE,NonDE,NonDE,.
sort1(2of3),NonDE,NonDE,NonDE,NonDE,.
sos1,NonDE,NonDE,UP,NonDE,.
sos2,NonDE,NonDE,NonDE,NonDE,.
sost,NonDE,NonDE,DN,NonDE,.
sostdc1(1of2),NonDE,DN,DN,NonDE,.
sowaha(1of2),NonDE,NonDE,NonDE,NonDE,.
sowaha(2of2),NonDE,NonDE,NonDE,NonDE,.
sowahb,NonDE,NonDE,UP,NonDE,.
sowahc(1of5),NonDE,NonDE,NonDE,DN,.
sowahc(3of5),UP,UP,UP,NonDE,.
sowahc(4of5),NonDE,NonDE,NonDE,NonDE,.
sowahc(5of5),NonDE,NonDE,NonDE,NonDE,.
sox1(1of2),NonDE,NonDE,DN,NonDE,.
sox1(2of2),NonDE,NonDE,NonDE,NonDE,.
sox10(1of2),DN,DN,DN,NonDE,.
sox10(2of2),NonDE,NonDE,NonDE,NonDE,.
sox11(1of2),NonDE,NonDE,DN,NonDE,.
sox11(2of2),NonDE,NonDE,DN,NonDE,.
sox13,NonDE,NonDE,NonDE,NonDE,.
sox14(2of2),UP,NonDE,NonDE,NonDE,.
sox17(3of3),NonDE,NonDE,NonDE,DN,.
sox2(1of3),NonDE,NonDE,DN,NonDE,.
sox2(2of3),NonDE,NonDE,NonDE,NonDE,.
sox2(3of3),NonDE,NonDE,DN,NonDE,.
sox21,NonDE,DN,DN,NonDE,.
sox4(1of2),NonDE,DN,DN,NonDE,.
sox4(2of2),NonDE,DN,DN,NonDE,.
sox5,NonDE,NonDE,NonDE,NonDE,.
sox6(1of2),NonDE,NonDE,NonDE,NonDE,.
sox6(2of2),NonDE,NonDE,NonDE,NonDE,.
sox7,NonDE,NonDE,NonDE,NonDE,.
sox8(2of2),NonDE,NonDE,DN,NonDE,.
sox9(1of3),NonDE,NonDE,NonDE,NonDE,.
sox9(2of3),NonDE,NonDE,DN,NonDE,.
sox9(3of3),NonDE,NonDE,DN,NonDE,.
sp1,NonDE,UP,UP,NonDE,.
sp140,DN,DN,DN,DN,.
sp2,NonDE,NonDE,NonDE,NonDE,.
sp3(1of2),NonDE,NonDE,NonDE,NonDE,.
sp3(2of2),NonDE,NonDE,NonDE,NonDE,.
sp4,NonDE,NonDE,NonDE,NonDE,.
sp5(1of2),DN,DN,NonDE,DN,.
sp5(2of2),DN,DN,DN,DN,.
sp6,NonDE,NonDE,NonDE,NonDE,.
sp7,DN,DN,DN,DN,.
sp8(1of2),NonDE,NonDE,DN,NonDE,.
sp8(2of2),NonDE,NonDE,DN,NonDE,.
sp9,NonDE,NonDE,NonDE,NonDE,.
spa17,NonDE,NonDE,NonDE,NonDE,.
spaca4(1of3),NonDE,UP,NonDE,NonDE,.
spaca5,UP,UP,UP,UP,.
spag1(2of2),NonDE,NonDE,NonDE,NonDE,.
spag16,UP,UP,UP,NonDE,.
spag17(2of4),NonDE,NonDE,NonDE,NonDE,.
spag17(3of4),UP,UP,UP,NonDE,.
spag17(4of4),NonDE,NonDE,UP,NonDE,.
spag5,DN,DN,DN,NonDE,.
spag7,NonDE,NonDE,NonDE,NonDE,.
spag8,NonDE,NonDE,NonDE,NonDE,.
spag9(1of2),NonDE,NonDE,NonDE,NonDE,.
spag9(2of2),NonDE,NonDE,NonDE,NonDE,.
sparc(1of2),DN,DN,DN,NonDE,.
sparcl1,NonDE,NonDE,NonDE,NonDE,.
spast,NonDE,NonDE,NonDE,NonDE,.
spata1,UP,UP,UP,NonDE,.
spata13,NonDE,NonDE,NonDE,NonDE,.
spata17(2of2),UP,UP,NonDE,NonDE,.
spata18,NonDE,DN,DN,NonDE,.
spata2(1of2),NonDE,NonDE,NonDE,NonDE,.
spata2(2of2),NonDE,NonDE,NonDE,NonDE,.
spata20,UP,UP,UP,NonDE,.
spata5(1of3),NonDE,NonDE,NonDE,NonDE,.
spata5(2of3),NonDE,NonDE,NonDE,NonDE,.
spata5(3of3),NonDE,NonDE,NonDE,NonDE,.
spata5l1,NonDE,NonDE,NonDE,NonDE,.
spata6,UP,UP,UP,NonDE,.
spata7,NonDE,NonDE,NonDE,NonDE,.
spats2,NonDE,NonDE,NonDE,NonDE,.
spc24,DN,DN,DN,NonDE,.
spc25,DN,DN,DN,NonDE,.
spcs1,DN,DN,DN,NonDE,.
spcs2,NonDE,NonDE,NonDE,NonDE,.
spcs3,NonDE,UP,UP,NonDE,.
spdl1,DN,DN,DN,NonDE,.
specc1(1of2),NonDE,NonDE,DN,NonDE,.
specc1(2of2),UP,UP,UP,NonDE,.
specc1l(2of2),NonDE,NonDE,NonDE,NonDE,.
spef1,DN,NonDE,NonDE,NonDE,.
spef2(1of3),DN,NonDE,NonDE,NonDE,.
spef2(2of3),NonDE,NonDE,NonDE,NonDE,.
spef2(3of3),NonDE,NonDE,NonDE,NonDE,.
speg(1of3),UP,UP,UP,NonDE,.
speg(2of3),UP,UP,UP,NonDE,.
speg(3of3),NonDE,NonDE,NonDE,NonDE,.
spen(1of2),NonDE,NonDE,UP,NonDE,.
spen(2of2),NonDE,NonDE,NonDE,NonDE,.
spg11,NonDE,NonDE,NonDE,NonDE,.
spg20(1of2),NonDE,NonDE,NonDE,NonDE,.
spg20(2of2),UP,UP,UP,NonDE,.
spg21,UP,UP,UP,NonDE,.
spg7,NonDE,NonDE,NonDE,NonDE,.
sphk1(1of3),NonDE,NonDE,NonDE,NonDE,.
sphk1(2of3),NonDE,NonDE,NonDE,NonDE,.
sphk1(3of3),NonDE,NonDE,NonDE,NonDE,.
sphk2,NonDE,NonDE,NonDE,NonDE,.
spic(1of2),NonDE,NonDE,NonDE,NonDE,.
spice1,DN,NonDE,NonDE,NonDE,.
spidr,NonDE,UP,NonDE,NonDE,.
spin1(1of4),NonDE,NonDE,NonDE,NonDE,.
spin1(2of4),NonDE,NonDE,NonDE,NonDE,.
spin1(3of4),NonDE,UP,NonDE,NonDE,.
spin1(4of4),UP,UP,UP,NonDE,.
spint1(1of2),NonDE,NonDE,NonDE,NonDE,.
spint1(2of2),UP,NonDE,NonDE,NonDE,.
spint2,UP,UP,NonDE,UP,.
spire1,NonDE,NonDE,NonDE,NonDE,.
spns1(1of2),NonDE,NonDE,DN,NonDE,.
spns1(2of2),NonDE,NonDE,NonDE,NonDE,.
spns2,NonDE,NonDE,NonDE,NonDE,.
spo11,NonDE,NonDE,NonDE,NonDE,.
spock1,UP,UP,UP,UP,.
spock2(2of2),UP,NonDE,NonDE,UP,.
spock3,NonDE,NonDE,NonDE,NonDE,.
spon1(1of2),DN,DN,DN,UP,.
spon1(2of2),NonDE,NonDE,DN,NonDE,.
spon2(1of2),NonDE,DN,NonDE,NonDE,.
