id,b_PreD,b_D3d,b_D6d,b_D1m,b_D4m,b_NonD
lhx6(1of2),0,0.749504861,-0.1713973,-0.110352883,2.196487729,2.153589106
mtus2(2of2),0,1.184029099,1.326978471,0.936023441,1.442866579,1.409465584
kcnc1(1of3),0,1.904272968,1.306054922,0.723054998,-1.274259341,-0.422337069
gys2,0,0.262176,1.229577239,-1.542505552,0.297860606,1.223913158
slc10a2,0,1.435884241,2.38686585,1.706924412,0.298656848,-0.231635328
zfp366,0,-0.698693255,-1.589702609,-1.216452512,-1.562104512,-0.114710113
LOC107378013,0,0.011835238,-0.107994868,-1.563491083,-0.102766125,-0.024359131
fat4(5of5),0,-2.074690964,-2.816453474,-1.032314879,-0.104076961,0.411745716
slc39a8,0,1.062366517,1.199364568,0.317903207,0.606561259,0.710326626
kcnk3(3of3),0,-0.262059989,-1.860192743,-1.597442031,0.203779229,0.708613072
gpr158(2of2),0,1.533389026,1.567839966,1.724568004,1.176656416,-0.083184031
errfi1(1of2),0,0.27846144,1.231995174,0.762820035,0.00466831,-0.130268829
hla-dpb1(1of2),0,0.759700683,0.202887494,-0.059654197,-1.565921689,-1.121807839
slc9a9(1of3),0,1.700950395,1.982978047,2.122081071,1.222440223,-0.417035712
tspear(2of2),0,-0.367221271,-1.283985274,0.082924918,-0.66019565,-0.921862158
mmp13(2of2),0,1.694711901,2.602913172,1.753469631,1.124600634,0.572236079
dcstamp,0,-1.027820839,-1.091646342,0.410070932,-0.844771656,-0.563290153
fam135b,0,0.267820225,0.262106004,0.829481112,0.088094238,0.080698621
rftn1(2of2),0,1.372804196,0.287953772,0.702548474,0.194366245,-0.413167699
grid2,0,-1.118163689,-1.872207368,-1.493815818,0.095984985,-0.759743922
hebp2(2of4),0,0.827254869,0.075668214,0.870211813,2.198593178,2.476953432
dbndd1,0,0.45046611,0.63921456,1.280397638,-0.117277004,0.365138541
mustn1(1of2),0,0.105319579,-0.471189624,0.288874,-0.511135028,0.12305932
cytip,0,-0.743873254,0.353347804,-0.462365953,-0.238540149,0.973415273
ola1(2of2),0,1.016403884,0.855756077,0.300651125,1.722549766,1.498593841
hla-g,0,1.196159597,0.324562178,0.163876627,-0.474412869,-0.216825359
pcdha8(3of6),0,-0.56927074,0.870533541,-1.009815126,-1.830863616,-0.09324379
inpp5d,0,0.288613567,0.102636411,0.832212327,1.248781175,0.43738585
kcnn3(4of4),0,0.498522237,0.739206184,-0.543322629,-0.51898639,0.042937275
LOC107384731,0,-0.494562539,-0.201856009,0.362230012,0.273011841,-0.239641092
lzts3(1of2),0,2.041149587,1.972114066,2.67615409,1.058845033,0.310652617
rgs7,0,0.786019665,1.392109188,2.12583595,1.453485308,-0.258994857
cnn1,0,1.549508155,1.410878227,2.150610363,1.411463949,1.122567493
kcng4,0,1.031200365,-0.446744203,-1.383094853,0.776739247,0.82382139
dnal1(1of2),0,3.614264315,4.609879401,4.614497547,2.211805509,-0.310125656
nat6,0,-3.27971765,-2.415880238,-1.693012323,-0.131871361,0.00976293
syt1(6of6),0,1.607491509,0.739621745,1.286731338,-0.227849523,-0.099669737
LOC107376411,0,1.57553792,1.555531181,1.350253547,-0.887818845,-0.008780957
zscan20(5of5),0,0.97481375,0.570344912,0.083823945,-0.019351351,-0.116987834
opcml,0,0.375541483,0.157825625,-1.259730636,-1.308893303,-0.363184502
pcyt1b(1of2),0,0.552272716,-0.223137925,-0.126556027,1.366214947,1.11035735
rgs9(1of2),0,-0.361860607,0.021066342,-0.613519756,-0.866353322,-0.683530083
zmym1(11of14),0,-0.542366457,0.200128422,1.599287262,-0.135575429,0.552102849
ppp3ca(1of5),0,1.489567092,1.048049771,1.742500132,1.323910531,1.265565092
slc13a2(2of2),0,0.902901847,0.836028023,0.661345838,1.146237798,1.09393067
tmem255b,0,-0.563396435,-1.304788108,-0.625431833,-1.072400599,-1.33026701
LOC107388868,0,-0.634237412,-0.610374883,-0.850589608,-1.310761303,-0.411338558
slc16a13,0,-1.266161254,0.193895746,-0.716083083,-1.596347436,-0.250535254
znf804a(2of2),0,1.412426351,1.453240436,-0.321298753,0.642533562,0.816809914
papln(1of6),0,0.041912349,-1.530797114,-1.720186906,0.500811066,0.680038077
fth1(3of8),0,1.370748872,2.649672234,2.281416468,1.896791348,0.263440032
gucy1a2,0,1.058455004,0.035883786,0.749094189,-0.495107488,0.616046128
btn2a2(1of2),0,0.987107998,1.419437766,0.532928376,-0.204903707,-0.366013402
homer1(2of2),0,1.452954721,1.106595538,1.004849793,-0.088246729,0.534635175
ptpn7,0,-1.114480486,-0.571273467,-1.739834351,-0.694868194,-1.715133029
barx2,0,2.393627802,2.153529957,1.81666335,2.872358597,3.304811515
phkg1(2of2),0,-0.216533147,-0.513683667,0.185351732,-0.39464192,-0.336230233
tbr1(2of2),0,1.463038736,2.028404429,2.329707666,1.13747781,0.315884105
mss51(2of2),0,-0.4118424,-1.082812083,-1.401450646,-0.267666009,-0.021223884
drd1(1of2),0,-0.151415648,-0.166256561,0.55396417,-0.267878415,0.745985014
ifi44l(1of2),0,1.783275417,2.400603316,0.951142066,1.22439033,0.021492922
lpar4(1of2),0,0.529739856,0.416310976,0.288174656,0.248119325,0.40753319
gjb1(1of2),0,-0.402538064,0.287359081,0.503031535,-1.325241494,-0.475733562
ccdc42(1of2),0,1.130772572,1.293331293,0.704181388,0.813566334,0.274631504
hydin(2of3),0,-0.096064742,0.374129368,-0.312611128,-0.88532053,0.449302405
rem2(2of2),0,-0.076594567,-0.347493358,-2.337447975,-0.153920325,-0.29798804
sv2a(1of2),0,2.442328324,2.065261988,1.590891283,1.63957846,1.141872806
LOC107375239,0,-0.449310787,-0.276160463,0.188932476,-1.328672434,-1.56353418
rtl1(10of17),0,-0.273698679,-1.120259464,-0.864822263,-1.090594047,-0.723849218
phactr1(2of2),0,0.285842456,-0.418939002,1.088021946,0.688472652,0.550225123
iglon5,0,1.590562249,0.873121396,-0.491828664,1.028333395,0.84975724
camkv(1of3),0,-0.165703893,-0.757927286,-4.000403903,-0.888526951,-0.520076935
rai2,0,-2.76792388,-3.621631027,-1.442072584,0.47998114,0.921731084
LOC107378857,0,-0.067331841,-0.108300217,-0.087191028,-0.160701645,-0.344666199
rhobtb2(2of2),0,-1.277613081,-0.333225461,-3.436785902,-0.713416493,0.181993424
gnb5(1of2),0,0.637828202,-0.362187528,0.743656697,0.862202044,-0.063710766
tmem244(2of2),0,0.571253898,1.424246345,-0.225421688,0.045641701,-0.590289891
frmpd4(1of2),0,-1.226594141,-0.533497014,-3.235106364,-0.720980587,-0.265141996
cmas(1of2),0,1.466643234,2.003400231,0.818420108,3.043582472,3.286424574
plekhd1,0,0.936123557,0.29044715,1.864578095,0.041078183,-0.810541922
cacng6(2of2),0,1.926643027,2.10516837,1.735125529,1.55331169,1.313075905
fam13a(3of3),0,2.278013648,1.968279281,1.969267489,0.733418513,0.341315963
pde9a(1of2),0,0.327928767,0.303957705,0.337746748,-0.174145044,-0.061702625
kcnj10(2of2),0,0.227568699,0.024122046,0.057321702,0.039881387,0.06072622
art1,0,-0.693699543,-1.165681395,0.146456744,-0.568496919,-0.074532223
fam19a1(1of2),0,-2.102410003,-2.459870966,-4.643136651,0.387194434,0.084213882
chrna7(4of5),0,-0.200701076,-0.650078738,0.481364639,-0.696636732,-0.33905524
cdh8,0,1.089689393,0.668565686,0.316389311,1.802941616,1.312657656
parp6(2of2),0,0.663512382,0.432551724,0.081627554,0.66781754,1.369495199
vsx2(2of2),0,1.324541373,0.102980871,-1.885471672,3.335056659,3.246920275
npbwr1,0,-0.004862068,0.451242233,0.835704373,-0.573280835,-0.14725319
popdc3,0,0.036437008,-0.38383347,0.2039765,-0.069990907,0.292814287
csnk1e(2of2),0,2.730158521,2.697695691,2.590915363,1.80312159,1.469564423
fezf1,0,-0.682965436,-1.66472719,-3.726311743,-0.57424144,1.29170193
casq1(2of2),0,-4.070209937,-3.001834448,-3.752791578,0.030885292,-0.009133099
txndc16(1of2),0,-1.744504264,-4.342742469,-4.650281417,-0.375201641,-0.186696102
myo7a(6of8),0,2.276454654,1.418734146,1.038148976,1.276578739,1.417295281
fam163a(2of2),0,-0.771586684,-0.604063377,0.235937266,-0.357881799,-0.299751781
ppp2r2c(2of2),0,1.87303236,1.805763345,2.787720246,1.39484343,0.705723931
spock2(2of2),0,1.819096614,1.140108802,0.679295091,1.672196435,1.698850647
e230025n22rik,0,0.341891753,-0.331498769,-3.067694634,-0.73976251,-0.733665573
reep1,0,0.339881762,0.414013998,-0.965222941,1.186639419,0.554612095
fam43b,0,2.387016874,1.817959068,-1.780929202,0.523289084,0.027498936
p2ry12(2of4),0,0.128648495,0.259651294,0.149990947,-0.168030522,0.5020479
sh3tc1,0,-0.05972675,0.121655692,-0.533664397,0.024852296,-0.261650066
il1rapl2(2of2),0,1.273623391,0.923372427,-0.549975772,0.9960034,0.015399911
pabpc1(3of3),0,0.3404363,1.128244163,1.119890796,0.45010394,-0.069846157
ttr,0,0.005263456,-0.025045611,-0.835273311,-1.125792808,-0.40944232
acp5,0,1.164086259,1.297698764,0.837879355,0.71656818,1.367944981
car12,0,1.195691723,0.350465624,0.786197646,-0.899437263,-0.361035653
kiaa1211l(1of2),0,0.614004949,0.295321376,-0.512380777,0.117553671,1.025804573
pih1d3,0,-0.122014996,1.052812783,0.846376413,1.424220146,0.398444563
slc24a4,0,0.304260156,0.591965844,0.32486166,-0.747887169,0.188750555
btn1a1(1of4),0,-1.252592605,-0.736174086,-1.087478259,-1.132410911,-1.027758978
piwil2,0,1.660981794,1.871522455,0.990655386,1.260582388,0.4814312
frzb(1of2),0,0.693256988,0.103631802,0.459333218,0.579399883,-0.11218831
npas4(2of2),0,-1.257143455,-0.736441599,-0.789023668,-0.089307783,0.175600496
usp12(1of5),0,-1.209387493,-1.074594052,-2.408979471,-0.450560611,0.016414845
hoxb13,0,3.741679335,2.656137148,2.28982357,2.387378154,2.420101671
rhbdl1,0,1.593555132,1.580785178,1.555221543,0.704318424,1.380948774
alx3,0,1.220710189,0.067633313,-0.359562569,0.704060349,0.82464319
LOC107375917,0,-1.607832323,0.221307361,-0.234354914,-1.143144183,-0.835735646
LOC107383973,0,0.036390228,-0.116928702,-2.137395098,0.005985066,-0.054152293
zbed4(12of38),0,-0.908403685,-0.269057459,-0.207352399,-0.976738907,-0.34530702
dsp(1of2),0,1.400027584,2.100880025,2.418058158,0.872090287,1.198971197
pcbp3(1of3),0,1.856035211,1.942444567,2.280523579,1.409801888,0.730131132
ryr2(6of7),0,0.294286322,0.754270853,2.236245555,-0.632288248,-0.573620176
grid2ip(1of2),0,-1.076091883,-0.363986586,-0.049195359,-1.720974671,-0.298890901
arf4,0,1.659791602,1.215730245,1.712388436,-0.209761802,-0.782633133
supt5h(1of2),0,1.084883414,1.519727625,4.384716227,1.583814638,-0.630979629
cldn4(1of19),0,-1.587176509,-0.990747815,-1.105454668,-2.027882035,-0.554246385
srr(2of2),0,1.227958989,0.668069305,-2.264742118,-2.027882035,-0.659401834
gck,0,0.301896549,0.280817693,0.139855328,-0.934340508,-0.21366264
nlrc3(16of24),0,-0.195444581,-0.583276903,-0.2017269,-0.765100514,0.375161309
slc24a5,0,2.491411135,1.355315743,-1.021071755,2.296014004,2.490889649
loxhd1(2of4),0,-0.62919523,-0.321776866,0.279596249,-2.036388008,-0.37866289
unc79,0,0.357279139,0.232828464,-0.950645953,-0.772757524,0.625906558
itpka,0,1.560434138,0.878282337,-0.473782119,1.239394713,2.055510023
cd300a,0,0.151831502,-1.329231988,-4.687548468,-0.339887709,-0.526827728
tph2,0,-0.933125693,0.109575091,-0.756860068,-3.223389667,-2.43195109
sox1(2of2),0,-0.29227985,-2.187715076,-2.091996953,0.802974197,1.088334485
LOC107379495,0,-2.546404468,-2.934098394,-3.792353907,-0.111270448,1.014864922
dner,0,1.10094949,0.360188657,0.626246022,-0.342230777,-0.078497877
enpp7(2of2),0,-3.43071426,-1.463195883,-4.690327022,0.085772003,-0.295136509
il20ra,0,1.822216861,1.628364315,1.46738045,1.010504596,1.665372577
ins,0,-0.879625159,0.728409327,-0.850461437,1.149613903,1.070479264
kcns2(2of2),0,1.603915191,1.561060817,2.046474687,0.338983345,-0.078008204
LOC107387267,0,-0.570502147,-0.116569035,1.059523079,-0.474610059,0.52517966
lnx2(2of2),0,0.475323858,-1.272733828,-0.904314995,0.173982488,0.433078103
btbd18(1of2),0,-0.181316201,0.617087025,0.657743776,0.257075368,0.096423384
tagln3,0,1.646833662,1.876250984,1.920227402,0.257024112,0.203708853
des(2of4),0,-0.979396649,-0.836392423,-0.638580324,-0.958599607,-1.004052446
txnrd3(1of2),0,-1.365312855,-0.35941704,-0.409877238,0.17152474,0.471074318
fndc4(1of2),0,1.951693013,1.520271078,0.764403899,1.722966672,1.582054616
gpa33(3of4),0,-0.567253196,-0.142257913,0.461730002,-0.609189747,0.705474314
spic(1of2),0,0.375902476,0.085816298,0.430292598,-0.227900691,-0.211002522
cdh26(2of3),0,-0.979714708,-3.224688486,-3.417383955,0.383898449,-0.244886081
pde4b(2of4),0,1.003280592,0.19666276,0.34099013,-0.781288364,-0.733204532
znf862(3of6),0,0.062558364,0.201740214,0.767328019,-1.153509062,-0.59463441
LOC107379484,0,1.861452641,2.506979696,2.661228302,-0.118221477,-1.114035379
rp11-330h6.5,0,-0.254794017,-1.199233419,0.07463463,-0.348286714,-0.277743233
cckar(2of3),0,-0.829095095,-0.653682647,-0.755039643,0.680091296,-0.025041043
rtn2(1of2),0,-1.126112182,0.926636471,0.204602546,0.317843325,0.757004499
aoc1,0,0.340618004,-3.145644615,-3.811773966,2.797950346,3.105698302
nkpd1,0,0.107193925,-0.555257397,-0.58393037,-0.962656681,0.033291918
LOC107396346,0,-0.632872297,-0.730040166,-0.328598066,-0.784525614,0.592207565
dock3(1of2),0,-0.608370272,0.25163143,0.183906099,0.167458926,0.663100354
zfp449(1of3),0,-1.120521145,-0.49054234,0.551276798,-0.594159997,0.776424227
plekhg6(1of2),0,1.686032857,1.740410703,0.852734886,0.477321947,0.822386677
vstm2l(2of3),0,-0.860523007,-0.62796268,-0.760428347,-0.020271429,-0.156700177
cubn,0,-0.249771132,0.71876499,0.349899759,-0.123150439,-0.728419656
map7d2(2of3),0,3.644961785,3.90896459,4.006628115,3.329759328,2.293601203
pcdh11x,0,-0.911486424,-1.08556242,-0.600613581,0.162282476,1.071569529
prr35,0,-0.183063308,-0.860175218,-0.810790442,-0.789915561,-0.994371781
chml,0,0.052931063,0.594119274,0.008131555,0.431868579,1.540154178
lmx1a(2of4),0,1.330637501,0.830903262,0.259874413,0.323353618,-0.041583857
LOC107391214,0,1.212459962,1.443811289,1.369715868,1.376062315,1.116742062
cdx4(1of2),0,-1.617451643,-3.15650261,-1.834763259,-0.973399985,-0.101929633
prkca(1of3),0,-0.574542594,-0.53968191,-1.427435584,-1.179734301,-0.767814175
exoc1(2of2),0,0.097106932,0.11207823,0.269098959,-0.638396218,-0.021323582
hook1(1of2),0,-0.559608584,1.117712178,0.89192858,2.222972939,0.392298122
igf1(1of2),0,-0.926536298,-0.643476877,0.238257589,-0.799759052,-0.14254668
six6,0,1.125666422,0.794250254,-0.155195926,2.587761915,2.776443758
fam26f,0,0.510630967,0.958629985,-1.109371395,0.936664603,0.812400071
vcan(3of4),0,-0.117048038,0.7424356,0.553968081,-0.029709873,-0.270852302
lrrk1(4of4),0,0.972422402,0.847108266,1.618749709,0.71825038,-0.795303897
nr1d1,0,0.327666201,-0.11829901,-1.423911708,-1.184974418,-0.528013958
dpp6(2of3),0,-0.629949253,-0.494451062,-1.088319145,-0.980993418,-0.898584722
c4orf22,0,-0.128185142,0.524731478,-0.078050304,-0.140067675,0.382420845
LOC107392632,0,-1.261884034,0.027978832,-0.563569241,-1.425451788,-0.676662317
LOC107387363,0,0.603944315,-0.054448199,0.839735783,-0.82221012,-0.028758622
neurod4(1of2),0,-1.852630752,-2.615469238,-2.691478654,0.773443516,1.632891453
myh1(3of4),0,1.647410814,0.665708089,-0.359605809,5.274429723,4.663769171
cryba2,0,-3.884812151,-4.71925615,-2.424989519,2.973668009,3.141195055
gpr22(1of4),0,-0.70457783,-0.61098876,-1.17497231,-0.645533298,-1.859807379
fgfbp1(3of3),0,1.356133121,1.085178589,0.872422887,0.230836727,0.020476281
rtl1(12of17),0,-2.431047361,-0.396067177,-0.344839553,-0.142171394,0.260004179
tm4sf4(4of4),0,-0.188267685,-0.813635132,-3.798627941,0.145540814,0.816507395
tnfaip2(1of2),0,-0.732633485,-0.580696212,-2.059626266,-0.142921384,-0.528089494
cd79a,0,0.030009755,-0.33585168,0.782516715,-0.373677053,-0.849616067
tfcp2l1,0,0.086008169,0.092999546,0.967760339,0.2336081,0.172754005
gfra1(3of7),0,-3.363472809,-1.075294593,-1.740275176,0.018083438,0.36438474
atp7b(1of2),0,0.148286913,0.706098976,-1.016669366,0.709857211,0.583591409
hpse2,0,0.597270597,0.567043612,0.52255656,0.382474028,0.64337041
ccdc85a,0,0.926120423,1.363630042,1.378936871,1.320157071,0.210092008
rab26(1of2),0,-0.473593515,0.53321815,-2.038158459,-2.077875719,0.238173062
hpn,0,0.741261014,0.528235855,0.110427337,0.763104911,0.511327996
tcap(2of2),0,5.180798621,5.112889516,3.60294955,3.542240432,1.125164405
tfeb,0,2.073706473,2.280082547,2.558286271,1.495615535,0.099004259
kcnj3(3of3),0,-1.441528748,-0.274347575,-0.270139137,-1.438962663,-0.540612682
rasgrf1(4of4),0,-1.21458365,-0.914079757,-0.493691265,-2.438609552,-0.404188183
fstl5(1of2),0,0.483479116,0.3421314,-2.071753616,1.274327801,0.896069612
nr4a3,0,1.832969718,1.285383243,1.95250379,1.274078884,0.139099929
rab3c,0,0.289903922,0.160039628,-0.227090895,0.575900478,0.644405172
kcnma1(2of2),0,0.695201925,-0.362907675,0.461834896,0.638087061,-0.106693382
efhc1,0,-0.186358376,-1.137639398,-1.089872772,-0.821692186,0.308310357
c8orf34,0,-0.015918296,-0.31060719,0.177290188,-1.729097456,-0.241196454
tspan10,0,0.727308788,0.443612523,0.09516897,0.810909536,0.611253345
dlx6(1of2),0,-0.002019831,-0.174268871,-2.094785536,1.348300558,1.914667044
b2m(2of2),0,-0.513626798,-0.69751396,-3.447079209,-0.057112339,0.203880118
tmem163(2of2),0,0.508704176,-1.836106653,-0.038471156,0.438274625,0.950011939
LOC107372995,0,-0.140198292,0.188807424,0.521851318,0.437697247,0.246315915
LOC107372725,0,-1.74178895,-2.99249981,-1.173558248,-0.299071587,0.517269981
zp1(2of5),0,-2.450472148,-2.780847777,-2.146640455,-3.278423091,-2.18727507
ccdc103,0,0.535704567,0.631301112,0.304538903,0.907851727,0.133334378
sult1a1,0,1.495905462,0.988569714,0.854239144,1.368336773,1.052996114
pclo(3of3),0,0.414651429,0.467576104,0.313550337,1.139936142,2.090904397
p4ha3,0,-3.124568592,-2.363792809,-2.587493967,-0.6723588,-0.819906959
tmem119(1of2),0,-0.85671765,-0.566612425,0.567332597,-0.066113403,-1.119440328
igsf5(1of2),0,1.215346809,1.728391891,0.462806498,-2.570437593,-0.872779226
robo2(1of4),0,0.923982516,-0.006053671,0.471961262,2.269739602,1.920473535
epha6(4of5),0,-2.02117704,0.032998431,-3.029138737,-0.230542864,0.098915238
nbea(2of3),0,-1.401255979,-0.367018515,-2.588565462,-0.529485805,-0.488478017
kcnj8,0,3.305716324,3.59218327,1.404450428,1.913616758,1.81613856
bcl11b(1of4),0,1.618842573,1.347181648,-0.365661865,2.731996175,2.973912875
celf5,0,0.05451701,-1.161792862,-1.844656429,0.114136784,0.953266341
rgs16,0,1.230953762,1.394177494,-0.853881149,0.278554029,0.153140033
ndufa4(2of3),0,-0.783993529,-0.226851064,-0.713420411,1.042994056,0.923975677
LOC107386175,0,-2.283512438,-0.547015917,0.342663706,-0.281043474,-0.211800283
cnnm2(1of2),0,0.105225422,0.978234994,0.258611188,0.48998721,0.860350159
hes7(1of2),0,0.355771292,1.543220126,1.755848922,0.421496922,-2.612467948
lrrtm1,0,-0.252778121,-0.166014637,-1.192125046,0.993062016,1.183653816
anxa1(2of2),0,3.94581372,3.742079422,3.179073314,3.244590058,3.001060962
nynrin(2of15),0,-0.661025837,-0.732350701,-1.588635366,-2.580447894,-0.212550644
soga3,0,1.838281411,-0.056618727,0.803818189,1.251320693,0.977751216
LOC107390607,0,1.989261289,1.49792368,0.514463207,0.348406268,0.479942925
prodh2,0,-1.498995364,-1.452683369,-1.038414896,0.955319144,1.665849474
LOC107376719,0,-0.007010059,0.486304977,1.091031907,-0.184754433,0.452796573
bspry,0,-0.478429551,-0.235332779,-2.179743483,0.098774951,0.812179307
cplx1(1of2),0,2.44996565,1.452423968,0.084371567,3.032152897,2.798111176
begain(2of2),0,-1.127258973,-1.154899848,-2.195641583,-0.420976612,-1.065459686
slc39a4,0,-1.002064711,-1.24981049,-2.952099284,-0.553261065,0.387287662
depdc7(2of3),0,2.348322031,2.094920053,1.198468101,1.274006391,1.389768665
dhdh(1of3),0,0.207387106,-0.293799488,-1.965745544,0.09252249,0.40673182
cldn20(2of2),0,0.152740768,0.103044355,-0.504487159,-0.699675074,-0.355781894
dlc1(1of2),0,0.202754368,0.109001272,-0.480104973,0.255579637,-0.137745241
txnip(2of2),0,-2.491484923,-4.774756902,-3.888471464,-0.094437495,0.516929105
col6a2(1of2),0,0.77269348,-0.664579381,0.228088687,0.128353891,0.107510545
syne2(7of7),0,1.782738741,1.052134211,0.776922132,0.33019653,1.901468628
LOC107389541,0,-1.531285155,-1.397245439,-0.337728369,-0.096560942,0.18596568
serpina1(2of2),0,-0.406346334,-0.252075218,-2.190125689,-0.00142207,1.412294362
zak(2of2),0,1.29842109,1.258055727,1.241116446,-0.311714854,0.023700613
LOC107384930,0,0.47944892,1.376690378,1.067132828,-0.432339645,-1.683891823
fscn1(1of2),0,-1.273112561,-3.519602344,-4.780146473,0.921397531,0.717809992
tekt2(1of2),0,0.759847356,1.139762988,0.577391743,0.711665039,0.22152265
cpne2,0,-0.512886843,-2.096409194,-3.185415554,-2.129779735,-0.886136733
